[76.9, 53],
[54.7, 59.6],
[46.9, 78.5],
[73.3, 53.3],
[59.4, 43],
[42, 77.8],
[68.8, 49.5],
[61.2, 55.1],
[43, 62.9],
[73, 50.8],
[64, 61.8],
[75.2, 59.8],
[63.6, 72.5],
[73.7, 60.6],
[51, 40.2],
[74.7, 45.4],
[68.3, 70.9],
[43.3, 70.8],
[65.2, 64.7],
[66.8, 46.9],
[71.3, 78.8],
[53.2, 76.8],
[49.1, 76.2],
[63.5, 79],
[70.8, 67],
[65.8, 65.5],
[42.6, 47.4],
[65.4, 55.1],
[57.9, 74.8],
[76, 54.4],
[44.7, 52.7],
[42.2, 59.2],
[48.4, 76.6],
[49.5, 77.9],
[46.2, 70.4],
[69.9, 58.3],
[76.1, 66.1],
[59.5, 65.2],
[48.7, 78.4],
[50.8, 67.4],
[49, 74.7],
[69.8, 64],
[54.4, 49.2],
[42.8, 60.9],
[45.6, 68.2],
[52.9, 70.3],
[68.8, 52.4],
[42.2, 58.6],
[76.6, 74],
[68.4, 52.5],
[66.7, 65.7],
[72.8, 40.3],
[77.1, 47.5],
[69.4, 56.5],
[67.9, 40.2],
[46.5, 59.5],
[64.1, 48.5],
[45.4, 50],
[62.9, 58.2]
]
[
[1, 0, 0],
[0, 1, 1]
]
